Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Maruti,Wagon R CNG LXI Opt,Third Party,CNG,5,"27,118",First Owner,998,Manual,2021,32.52,58.33,78,,20,6.19,DelhiNCR,DL8C,Jun,2021
Maruti,Ignis 1.2 Sigma BSIV,Comprehensive,Petrol,5,"35,758",Second Owner,1197,Manual,2018,20.89,81.80,113,,50,4.3,DelhiNCR,DL12,Jun,2018
Tata,Harrier XT plus Dark Edition,Third Party,Diesel,5,"15,240",First Owner,1956,Manual,2021,16.35,167.67,350,17,20,17.33,DelhiNCR,HR98,Jun,2021
Maruti,Wagon R CNG LXI,Comprehensive,CNG,5,"24,240",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.15,DelhiNCR,HR51,Jun,2020
Maruti,Vitara Brezza ZDi Plus,Third Party,Diesel,5,"7,305",First Owner,1248,Manual,2018,24.3,88.5,200,16,50,8.84,DelhiNCR,DL9C,Jun,2018
Maruti,Baleno Delta,Comprehensive,Petrol,5,"42,329",First Owner,1197,Manual,2021,21.01,81.80,113,,20,6.76,DelhiNCR,HR26,Jun,2021
Maruti,Alto 800 LXI S-CNG,Third Party,CNG,4,"21,587",First Owner,796,Manual,2021,31.59 ,40.36,60,,20,4.38,DelhiNCR,HR10,Jun,2021
Maruti,Swift Dzire ZXI,Third Party,Petrol,5,"13,220",First Owner,1197,Manual,2016,20.85,83.14,115,15,70,5.09,DelhiNCR,DL5C,Jun,2016
Honda,Amaze S i-VTEC,Not Available,Petrol,5,"20,515",First Owner,1198,Manual,2017,17.8,86.7,109,,60,4.8,DelhiNCR,DL10,Apr,2017
Ford,Ecosport 1.0 Ecoboost Titanium Plus BSIV,Comprehensive,Petrol,5,"14,130",First Owner,999,Manual,2017,18.88,123.24,170,16,60,6.4,DelhiNCR,DL10,Mar,2017
MG,Hector Sharp Diesel MT BSIV,Not Available,Diesel,5,"22,043",First Owner,1956,Manual,2019,17.41,167.68,350,R17,40,14.0,DelhiNCR,DL10,Aug,2019
Hyundai,Verna 1.6 VTVT AT SX,Comprehensive,Petrol,5,"36,095",First Owner,1591,Automatic,2016,17.01,121.3,154.9,16,70,6.2,DelhiNCR,DL1C,Dec,2016
Mahindra,XUV500 Xclusive Edition,Not Available,Diesel,7,"71,640",First Owner,2179,Manual,2015,15.1,140,330,17,75,7.5,DelhiNCR,DL10,Nov,2015
BMW,3 Series 320d Luxury Line,Comprehensive,Diesel,5,"55,472",First Owner,1995,Automatic,2014,18.88,184,380,17,75,12.78,DelhiNCR,DL6C,Jun,2014
Chevrolet,Sail Hatchback 1.2 LS,Comprehensive,Petrol,5,"60,021",First Owner,1199,Manual,2015,18.2,82.5,108.5,,75,1.47,DelhiNCR,DL12,Oct,2015
Hyundai,Santro Xing GLS,Third Party,Petrol,5,"32,485",First Owner,1086,Manual,2009,17.92,62.1,96.1,13,75,1.32,DelhiNCR,DL2C,Jan,2010
Maruti,Wagon R CNG LXI Opt,Third Party,CNG,5,"36,309",First Owner,998,Manual,2022,32.52,58.33,78,,15,5.95,DelhiNCR,HR76,Jun,2022
Maruti,Vitara Brezza VDi,Comprehensive,Diesel,5,"68,012",Second Owner,1248,Manual,2019,24.3,88.5,200,,40,6.79,DelhiNCR,HR26,Jun,2019
Mahindra,XUV300 W6 AMT Sunroof,Zero Dep,Petrol,5,"6,791",First Owner,1197,Automatic,2022,17,108.6,200,,15,11.0,DelhiNCR,DL12,Jun,2022
Hyundai,Santro Sportz CNG,Third Party,CNG,5,"2,004",First Owner,1086,Manual,2022,30.48 ,59.17,85.3,,15,6.25,DelhiNCR,DL9C,Jun,2022
Renault,KWID 1.0 RXL,Third Party,Petrol,5,"8,412",First Owner,999,Manual,2020,21.46,67.06,91,,30,4.02,DelhiNCR,HR26,Jun,2020
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"40,572",First Owner,1197,Manual,2018,21.4,83.1,115,,50,5.79,DelhiNCR,HR26,Jun,2018
Maruti,Baleno 1.2 Delta,Comprehensive,Petrol,5,"32,784",First Owner,1197,Manual,2019,21.4,83.1,115,,40,6.15,DelhiNCR,DL3C,Jun,2019
Maruti,Wagon R CNG LXI,Comprehensive,CNG,5,"61,169",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.21,DelhiNCR,HR76,Jun,2020
Hyundai,Santro Xing GL Plus,Third Party,Petrol,5,"1,06,556",Second Owner,1086,Manual,2011,17.92,62.1,96.1,13,75,1.03,DelhiNCR,DL4C,Jul,2011
Jeep,Compass 1.4 Limited Plus BSIV,Not Available,Petrol,5,"29,492",First Owner,1368,Automatic,2019,16,160.77,250,18,40,16.0,DelhiNCR,DL3C,Mar,2019
Maruti,Eeco 7 Seater Standard BSIV,Third Party,Petrol,7,"1,14,500",First Owner,1196,Manual,2014,15.37,73,101,,75,2.5,DelhiNCR,DL5C,Nov,2014
Maruti,Wagon R LXI CNG,Not Available,CNG,5,"1,05,436",First Owner,998,Manual,2016,26.6,58.16,77,,70,2.65,DelhiNCR,DL1C,Jul,2016
Ford,Figo 1.2P Trend MT,Not Available,Petrol,5,"86,915",First Owner,1196,Manual,2016,18.16,86.8,112,,70,3.31,DelhiNCR,UP16,Apr,2016
Fiat,Punto 1.3 Active,Not Available,Diesel,5,"83,713",Second Owner,1248,Manual,2014,20.3,75,197,14,75,1.58,DelhiNCR,DL8C,Feb,2015
Ford,Ecosport 1.5 DV5 MT Ambiente,Third Party,Diesel,5,"75,772",Second Owner,1498,Manual,2013,22.7,89.84,204,,75,3.33,DelhiNCR,DL7C,Oct,2013
Maruti,Ritz VXI,Comprehensive,Petrol,5,"1,02,647",Second Owner,1197,Manual,2010,21.1,85.80,114,14,75,1.2,DelhiNCR,DL2C,Nov,2010
Toyota,Etios Liva G,Third Party,Petrol,5,"55,293",First Owner,1197,Manual,2015,17.71,78.9,104,,75,3.55,DelhiNCR,DL3C,Jun,2015
Maruti,Vitara Brezza ZDi AMT,Third Party,Diesel,5,"55,736",First Owner,1248,Automatic,2019,24.3,88.5,200,16,40,8.09,DelhiNCR,HR26,Jun,2019
Mahindra,Thar LX 4-Str Hard Top,Comprehensive,Petrol,4,"27,580",First Owner,1997,Manual,2021,15.2,150,300,18,20,14.97,DelhiNCR,HR42,Jun,2021
Renault,KWID RXL,Third Party,Petrol,5,"19,627",First Owner,799,Manual,2019,22.25,53.26,72,,40,3.7,DelhiNCR,DL8C,Jun,2019
Maruti,Vitara Brezza ZDi Plus AMT,Third Party,Diesel,5,"59,512",Second Owner,1248,Automatic,2017,24.3,88.5,200,16,60,8.62,DelhiNCR,HR70,Jun,2017
Tata,Harrier XZA Plus AT,Third Party,Diesel,5,"7,539",First Owner,1956,Automatic,2022,14.6,167.67,350,17,15,20.96,DelhiNCR,HR51,Jun,2022
Honda,Jazz 1.2 V i VTEC,Comprehensive,Petrol,5,"28,714",Second Owner,1199,Manual,2015,18.7,88.7,110,15,75,5.12,DelhiNCR,DL4C,Jun,2015
Maruti,Alto 800 VXI,Third Party insurance,Petrol,5,"60,000",Second Owner,796,Manual,2014,22.74,47.3,69,,75,1.8,DelhiNCR,,,
Toyota,Etios Liva 1.2 V,Not Available,Petrol,5,"45,200",First Owner,1197,Manual,2018,17.71,78.9,104,,50,4.75,DelhiNCR,DL9C,Feb,2018
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"57,000",First Owner,1197,Manual,2019,21.4,83.1,115,16,40,6.45,DelhiNCR,HR29,Feb,2019
Toyota,Etios Liva 1.2 V,Comprehensive,Petrol,5,"66,300",First Owner,1197,Manual,2018,17.71,78.9,104,,50,5.75,DelhiNCR,HR26,Sept,2018
Hyundai,i10 Magna,Third Party,Petrol,5,"12,532",First Owner,1197,Manual,2011,20.36,78.9,111.7,13,75,1.8,DelhiNCR,DL10,Dec,2011
Maruti,Swift LXI,Comprehensive,Petrol,5,"13,950",First Owner,1197,Manual,2019,21.21,81.80,113,,40,5.52,DelhiNCR,DL2C,Jun,2019
Honda,Jazz 1.2 V AT i VTEC,Third Party,Petrol,5,"24,978",First Owner,1199,Automatic,2017,19,88.7,110,15,60,6.54,DelhiNCR,HR26,Jun,2017
Maruti,Vitara Brezza ZDi Plus AMT,Comprehensive,Diesel,5,"39,511",First Owner,1248,Automatic,2018,24.3,88.5,200,16,50,8.4,DelhiNCR,DL2C,Jun,2018
Hyundai,Creta 1.6 VTVT SX Plus,Third Party insurance,Petrol,5,"1,11,401",First Owner,1591,Manual,2017,13,121.3,151,17,60,8.5,DelhiNCR,DL12,May,2017
Volkswagen,Vento 1.5 TDI Comfortline,Third Party,Diesel,5,"30,596",First Owner,1498,Manual,2019,22.27,108.6,250,,40,7.59,DelhiNCR,UP14,Jun,2019
Maruti,Baleno 1.2 Delta,Comprehensive,Petrol,5,"43,139",First Owner,1197,Manual,2017,21.4,83.1,115,,60,5.6,DelhiNCR,DL8C,Jun,2017
Mahindra,Thar LX 4-Str Hard Top Diesel,Third Party,Diesel,4,"6,787",First Owner,2184,Manual,2021,15.2,130,300,18,20,16.04,DelhiNCR,HR26,Jun,2021
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"59,000",Second Owner,1197,Manual,2014,19.1,85.8,114,14,75,4.2,DelhiNCR,DL8C,Apr,2014
Maruti,Swift VDI BSIV,Comprehensive,Diesel,5,"67,530",First Owner,1248,Manual,2014,25.2,74,190,,75,3.51,DelhiNCR,DL8C,Oct,2014
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"27,366",First Owner,998,Manual,2011,18.9,67.1,90,14,75,1.7,DelhiNCR,DL5C,Aug,2011
Audi,Q3 2.0 TDI,Not Available,Diesel,5,"1,19,174",Second Owner,1968,Automatic,2013,15.73,174.33,380,16,75,8.5,DelhiNCR,UP16,Mar,2014
Mercedes-Benz,S-Class S 350 CDI,Comprehensive,Diesel,5,"45,000",First Owner,2987,Automatic,2014,13.5,254.79,620,18,75,42.0,DelhiNCR,DL2C,Nov,2014
Hyundai,Creta 1.6 CRDi SX Plus,Third Party insurance,Diesel,5,"90,000",Third Owner,1582,Manual,2017,19.67,126.2,259.9,16,60,8.6,DelhiNCR,,,
Renault,KWID RXL,Third Party,Petrol,5,"46,400",First Owner,799,Manual,2015,25.17,53.3,72,,75,2.25,DelhiNCR,DL8C,Dec,2015
Hyundai,Verna 1.6 VTVT,Not Available,Petrol,5,"91,122",First Owner,1591,Manual,2012,17.01,121.3,154.9,15,75,3.02,DelhiNCR,DL3C,Feb,2012
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"62,483",First Owner,1197,Manual,2019,21.4,83.1,115,,40,5.8,DelhiNCR,DL2C,Jun,2019
Hyundai,Creta 1.6 SX Automatic,Comprehensive,Petrol,5,"57,205",First Owner,1591,Automatic,2018,14.8,121.3,151,17,50,11.19,DelhiNCR,UP16,Jun,2018
Maruti,Ignis 1.2 AMT Alpha BSIV,Third Party,Petrol,5,"52,718",First Owner,1197,Automatic,2018,20.89,81.80,113,15,50,5.97,DelhiNCR,UP16,Jun,2018
Maruti,Alto 800 LXI,Third Party,Petrol,5,"24,693",First Owner,796,Manual,2018,24.7,47.3,69,,50,3.36,DelhiNCR,HR29,Jun,2018
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"40,732",First Owner,998,Manual,2022,34.05,55.92,82.1,,15,6.93,DelhiNCR,HR51,Jun,2022
Tata,Tiago 1.2 Revotron XT,,Petrol,5,"27,800",First Owner,1199,Manual,2018,23.84,84,114,,50,4.7,DelhiNCR,DL11,Mar,2018
Maruti,Alto LXi,Third Party,Petrol,5,"24,656",First Owner,796,Manual,2010,19.7,46.3,62,12,75,1.56,DelhiNCR,UP14,Jun,2010
Mahindra,Scorpio S11,Not Available,Diesel,7,"22,854",First Owner,2179,Manual,2021,15.4,136.78,319,R17,20,16.0,DelhiNCR,DL7C,Mar,2021
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"1,00,415",First Owner,998,Manual,2013,20.51,67.04,90,,75,1.8,DelhiNCR,DL5C,Oct,2013
Kia,Seltos GTX,Comprehensive,Petrol,5,"16,000",First Owner,1353,Manual,2019,16.8,113.43,144,R17,40,15.75,DelhiNCR,UP16,Sept,2019
Maruti,Swift ZXI Plus BSIV,Comprehensive,Petrol,5,"28,000",First Owner,1197,Manual,2019,22,81.80,113,15,40,6.33,DelhiNCR,DL2C,Jan,2019
BMW,5 Series 520d Luxury Line,Comprehensive,Diesel,5,"39,000",First Owner,1995,Automatic,2017,20.37,187.74,400,R18,60,28.75,DelhiNCR,DL01,Feb,2017
Honda,WR-V i-DTEC VX,Comprehensive,Diesel,5,"72,000",First Owner,1498,Manual,2017,25.5,98.6,200,16,60,6.75,DelhiNCR,DL3C,Oct,2017
Toyota,Corolla Altis 1.8 VL AT,Not Available,Petrol,5,"57,150",First Owner,1794,Automatic,2011,14.53,138.1,173,15,75,3.2,DelhiNCR,DL7C,Jun,2011
Maruti,Swift Lxi BSIII,Not Available,Petrol,5,"1,63,157",First Owner,1298,Manual,2009,16.1,8,11,14,75,1.01,DelhiNCR,DL2C,Jul,2009
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"53,789",First Owner,1197,Manual,2017,18.6,81.83,114.7,,60,5.85,DelhiNCR,DL12,Jun,2017
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"69,770",First Owner,1198,Manual,2014,18,86.7,109,,75,3.67,DelhiNCR,DL4C,Jun,2014
Honda,City VX CVT,Comprehensive,Petrol,5,"31,873",First Owner,1498,Automatic,2020,18.3,119.35,145,16,30,11.73,DelhiNCR,DL7C,Jun,2020
Volkswagen,Polo 1.0 MPI Comfortline,Comprehensive,Petrol,5,"26,985",First Owner,999,Manual,2018,18.78,75,95,,50,6.62,DelhiNCR,DL10,Jun,2018
Tata,Altroz XZ Diesel,Third Party,Diesel,5,"32,969",First Owner,1497,Manual,2021,23.64,88.77,200,16,20,8.83,DelhiNCR,UP14,Jun,2021
Maruti,Alto K10 2010-2014 VXI,Third Party,Petrol,5,"30,834",Second Owner,998,Manual,2011,20.92,67.1,90,13,75,2.01,DelhiNCR,HR26,Jun,2011
Toyota,Innova Crysta 2.8 ZX AT BSIV,Third Party,Diesel,7,"49,248",First Owner,2755,Automatic,2019,11.36,171.5,360,17,40,20.15,DelhiNCR,HR29,Jun,2019
Mahindra,XUV500 W6 2WD,Not Available,Diesel,7,"75,428",First Owner,2179,Manual,2014,15.1,140,330,,75,4.2,DelhiNCR,DL10,Apr,2014
Maruti,SX4 S Cross Zeta AT,Zero Dep,Petrol,5,"5,764",First Owner,1462,Automatic,2022,18.43,103.25,138,16,15,11.01,DelhiNCR,HR98,Feb,2022
Mahindra,KUV 100 mFALCON G80 K6,Comprehensive,Petrol,6,"35,962",First Owner,1198,Manual,2017,18.15,82,115,,60,3.0,DelhiNCR,DL7C,Mar,2017
Nissan,Sunny XE,Third Party,Petrol,5,"97,371",Second Owner,1498,Manual,2012,16.95,97.7,134,14,75,1.8,DelhiNCR,DL4C,Apr,2012
Hyundai,EON Magna Plus,Not Available,Petrol,5,"72,696",Second Owner,814,Manual,2012,21.1,55.2,74.5,,75,1.5,DelhiNCR,DL7C,May,2012
Hyundai,Verna Transform SX VTVT,Comprehensive,Petrol,5,"83,375",Second Owner,1599,Manual,2011,16.2,103.2 PS at 5500 ,14.9 KGM at 3000 R,14,75,1.83,DelhiNCR,DL4C,May,2011
Maruti,Alto K10 2010-2014 VXI,Not Available,Petrol,5,"36,703",First Owner,998,Manual,2010,20.92,67.1,90,13,75,1.27,DelhiNCR,DL8C,Dec,2010
Renault,Triber RXL,Third Party,Petrol,7,"53,471",Second Owner,999,Manual,2021,20,71.01,96,,20,6.25,DelhiNCR,DL3C,Aug,2021
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"23,371",First Owner,998,Manual,2014,20.51,67.04,90,,75,3.21,DelhiNCR,DL2C,Jun,2014
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"68,454",First Owner,1197,Manual,2016,21.4,83.1,115,,70,5.02,DelhiNCR,DL8C,Jun,2016
Hyundai,Grand i10 AT Asta,Third Party,Petrol,5,"32,668",First Owner,1197,Automatic,2015,18.9,82,114,14,75,5.02,DelhiNCR,DL12,Jun,2015
Maruti,Baleno Zeta,Third Party,Petrol,5,"10,254",First Owner,1197,Manual,2021,21.01,81.80,113,R16,20,7.56,DelhiNCR,HR29,Jun,2021
Toyota,Glanza G Smart Hybrid,Comprehensive,Petrol,5,"25,555",First Owner,1197,Manual,2020,23.87,88.50,113,R16,30,8.58,DelhiNCR,DL1C,Jun,2020
Maruti,Swift Dzire VXI AT,Comprehensive,Petrol,5,"70,215",Second Owner,1197,Automatic,2020,22.61,88.50,113,,30,6.86,DelhiNCR,HR51,Jun,2020
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"51,295",First Owner,1197,Manual,2016,21.4,83.1,115,,70,5.22,DelhiNCR,DL8C,Jun,2016
Honda,Amaze EX i-Vtech,Third Party,Petrol,5,"85,083",First Owner,1198,Manual,2014,18,86.7,109,,75,3.47,DelhiNCR,DL9C,Jun,2014
Maruti,Alto K10 VXI Optional,Third Party,Petrol,5,"44,280",First Owner,998,Manual,2017,23.95,67.05,90,,60,3.32,DelhiNCR,DL8C,Jun,2017
Mahindra,Thar LX 4-Str Convert Top AT,Third Party,Petrol,4,"17,460",First Owner,1997,Automatic,2021,15.2,150,320,18,20,14.38,DelhiNCR,UP11,Jun,2021
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"55,907",First Owner,998,Manual,2021,32.52,58.33,78,,20,5.46,DelhiNCR,HR30,Jul,2021
Hyundai,Grand i10 1.2 CRDi Sportz,Third Party,Diesel,5,"49,745",First Owner,1186,Manual,2017,24,73.97,190.24,,60,5.0,DelhiNCR,UP83,Jun,2017
Maruti,Swift LDI,Not Available,Diesel,5,"2,34,069",First Owner,1248,Manual,2013,22.9,74,190,14,75,2.2,DelhiNCR,DL6C,Jul,2013
Toyota,Innova Crysta 2.8 GX AT BSIV,Not Available,Diesel,7,"51,698",First Owner,2755,Automatic,2018,11.36,171.5,360,16,50,15.25,DelhiNCR,DL10,Apr,2018
Hyundai,i20 Asta Option,Comprehensive,Petrol,5,"30,000",First Owner,1197,Manual,2018,18.6,81.86,117,16,50,6.95,DelhiNCR,UP16,Oct,2018
Nissan,Magnite XE,Not Available,Petrol,5,"3,898",First Owner,999,Manual,2022,18.75,71.02,96,,15,5.58,DelhiNCR,DL9C,Nov,2022
Hyundai,Grand i10 Magna,Comprehensive,Petrol,5,"40,000",First Owner,1197,Manual,2015,18.9,82,114,,75,3.95,DelhiNCR,UP16,Mar,2015
Maruti,Alto 800 CNG LXI,Comprehensive,CNG,5,"79,947",Third Owner,796,Manual,2012,30.46,47.3,69,,75,1.22,DelhiNCR,HR51,Dec,2012
Maruti,Swift LXI,Not Available,Petrol,5,"60,260",First Owner,1197,Manual,2011,18.6,85.8,114,14,75,1.95,DelhiNCR,DL9C,Dec,2011
Jeep,Compass 1.4 Longitude Plus AT,Zero Dep,Petrol,5,"63,415",First Owner,1368,Automatic,2019,14.1,160.77,250,18,40,13.5,DelhiNCR,DL1C,Sept,2019
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"57,085",Second Owner,1197,Manual,2016,21.4,83.1,115,,70,4.96,DelhiNCR,DL1C,Jun,2016
Maruti,Baleno Alpha CVT,Third Party,Petrol,5,"66,422",First Owner,1197,Automatic,2019,19.56,81.80,113,R16,40,7.23,DelhiNCR,HR70,Jun,2019
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"76,029",First Owner,998,Manual,2018,31.79,58.33,78,,50,4.42,DelhiNCR,HR26,Jun,2018
Tata,Tiago XZ,Comprehensive,Petrol,5,"16,069",First Owner,1199,Manual,2021,20.09,84.82,113,,20,6.0,DelhiNCR,HR26,Jun,2021
Honda,Amaze EX i-Vtech,Third Party,Petrol,5,"77,011",First Owner,1198,Manual,2014,18,86.7,109,,75,3.41,DelhiNCR,DL4C,Jun,2014
Hyundai,Creta 1.6 CRDi AT SX Plus,Comprehensive,Diesel,5,"38,092",First Owner,1582,Automatic,2018,17.01,126.2,259.9,17,50,12.18,DelhiNCR,HR26,Jun,2018
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"70,694",Second Owner,1086,Manual,2015,19.81,68.05,99.04,,75,3.24,DelhiNCR,DL9C,Jun,2015
Hyundai,i20 Sportz Plus BSIV,Third Party,Petrol,5,"49,313",First Owner,1197,Manual,2019,18.6,81.86,117,15,40,6.95,DelhiNCR,DL11,Jun,2019
Hyundai,Grand i10 1.2 Kappa Sportz Option,Third Party,Petrol,5,"93,491",Second Owner,1197,Manual,2017,18.9,81.86,113.75,,60,3.82,DelhiNCR,DL8C,Jun,2017
Renault,Duster 1.5 Petrol RXL,Third Party,Petrol,5,"32,858",First Owner,1498,Manual,2017,14.19,104.5,142,,60,6.74,DelhiNCR,DL8C,Jun,2017
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"50,915",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.33,DelhiNCR,HR51,Jun,2020
Maruti,Swift ZXI Plus DT AMT,Third Party,Petrol,5,"11,422",Second Owner,1197,Automatic,2021,22.56,88.50,113,15,20,8.58,DelhiNCR,DL12,Jun,2021
Honda,Jazz 1.2 VX i VTEC,Third Party insurance,Petrol,5,"69,000",First Owner,1199,Manual,2018,18.7,88.7,110,15,50,5.95,DelhiNCR,UP16,Mar,2018
Tata,Tiago 1.2 Revotron XM Option,Zero Dep,Petrol,5,"50,111",Second Owner,1199,Manual,2017,23.84,84,114,,60,3.15,DelhiNCR,DL3C,Jun,2017
Hyundai,Accent Executive,Third Party,Petrol,5,"67,697",First Owner,1495,Manual,2011,16.36,93.7,124.6,13,75,1.5,DelhiNCR,DL4C,Oct,2011
Honda,City i DTEC V,Third Party,Diesel,5,"1,58,968",First Owner,1498,Manual,2014,26,98.6,200,15,75,3.5,DelhiNCR,DL4C,Feb,2014
Honda,BR-V i-VTEC S MT,Comprehensive,Petrol,7,"25,707",Second Owner,1497,Manual,2017,15.4,117.3,145,,60,6.19,DelhiNCR,DL10,Sept,2017
Ford,Ecosport 1.5 Ti VCT MT Trend BSIV,Comprehensive,Petrol,5,"1,28,392",First Owner,1499,Manual,2015,15.85,110.4,140,,75,3.75,DelhiNCR,DL10,Jul,2015
Tata,Tiago 1.2 Revotron XM,Comprehensive,Petrol,5,"12,087",First Owner,1199,Manual,2018,23.84,84,114,,50,4.01,DelhiNCR,DL5C,Feb,2019
Maruti,Wagon R LXI BS IV,Not Available,Petrol,5,"71,965",Third Owner,998,Manual,2012,18.9,67.1,90,13,75,1.36,DelhiNCR,DL3C,Jul,2012
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"73,992",Second Owner,1197,Manual,2019,21.4,83.1,115,,40,5.96,DelhiNCR,HR34,Jun,2019
Maruti,Alto 800 LXI,Third Party,Petrol,5,"25,770",First Owner,796,Manual,2018,24.7,47.3,69,,50,3.3,DelhiNCR,UP16,Jun,2018
Hyundai,Venue SX Plus Turbo DCT DT,Zero Dep,Petrol,5,"17,809",First Owner,998,Automatic,2020,18.15,118.35,171.6,16,30,11.24,DelhiNCR,DL5C,Jun,2020
Maruti,Wagon R VXI Optional,Third Party,Petrol,5,"48,655",First Owner,998,Manual,2018,20.51,67.04,90,,50,4.04,DelhiNCR,HR26,Jun,2018
Maruti,Vitara Brezza ZDi Plus,Third Party,Diesel,5,"64,691",First Owner,1248,Manual,2018,24.3,88.5,200,16,50,7.98,DelhiNCR,DL9C,Jun,2018
Hyundai,i20 Active 1.2 S,Third Party,Petrol,5,"37,776",Second Owner,1197,Manual,2015,17.19,81.86,114.73,16,75,5.41,DelhiNCR,DL8C,Jun,2015
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party,Petrol,5,"29,723",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,4.9,DelhiNCR,DL1C,Jun,2017
Renault,KWID RXT,Third Party,Petrol,5,"35,793",First Owner,799,Manual,2018,25.17,53.3,72,,50,3.59,DelhiNCR,HR51,Jun,2018
Mahindra,XUV300 W6 Diesel BSIV,Comprehensive,Diesel,5,"31,058",First Owner,1497,Manual,2019,20,115,300,,40,8.65,DelhiNCR,HR51,Jun,2019
Honda,Amaze EX i-Vtech,Third Party,Petrol,5,"36,207",First Owner,1198,Manual,2014,18,86.7,109,,75,3.83,DelhiNCR,DL4C,Jun,2014
Maruti,Swift LXI Option,Third Party,Petrol,5,"47,769",First Owner,1197,Manual,2016,20.4,81.80,113,,70,4.41,DelhiNCR,DL2C,Jun,2016
Hyundai,Grand i10 Magna AT,Third Party,Petrol,5,"40,878",First Owner,1197,Automatic,2017,18.9,82,114,,60,5.12,DelhiNCR,DL8C,Jun,2017
Skoda,Karoq Style AT,Third Party,Petrol,5,"25,639",First Owner,1498,Automatic,2020,,147.51,250,R17,30,18.5,DelhiNCR,DL10,Nov,2020
Maruti,Swift Dzire AMT VXI,Third Party,Petrol,5,"25,624",First Owner,1197,Automatic,2018,21.21,81.80,113,,50,6.3,DelhiNCR,DL1C,Aug,2018
Maruti,Swift Dzire ZXI 1.2,Zero Dep,Petrol,5,"34,569",First Owner,1197,Manual,2017,21.21,81.80,113,15,60,5.4,DelhiNCR,DL8C,Dec,2017
Maruti,Swift VXI,Zero Dep,Petrol,5,"51,419",First Owner,1197,Manual,2020,21.21,81.80,113,,30,5.0,DelhiNCR,DL1C,Jun,2020
Maruti,Ciaz ZDi Plus SHVS,Not Available,Diesel,5,,First Owner,1248,Manual,2016,28.09,88.5,200,16,70,6.31,DelhiNCR,DL5C,Mar,2016
Hyundai,i10 Magna 1.1,Comprehensive,Petrol,5,"94,526",Third Owner,1086,Manual,2010,19.81,68.05,99.04,,75,1.15,DelhiNCR,DL3C,Feb,2011
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"16,316",First Owner,1197,Manual,2014,18.9,82,114,,75,3.12,DelhiNCR,DL10,Feb,2014
Hyundai,i10 Era,Not Available,Petrol,5,"62,543",Second Owner,1086,Manual,2013,19.81,68.05,99.04,,75,1.75,DelhiNCR,DL9C,Apr,2013
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"45,913",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.66,DelhiNCR,HR79,Jun,2020
Maruti,Swift LXI,Third Party,Petrol,5,"66,460",First Owner,1197,Manual,2020,21.21,81.80,113,,30,5.42,DelhiNCR,DL8C,Jun,2020
Hyundai,Grand i10 1.2 Kappa Magna AT,Comprehensive,Petrol,5,"20,507",First Owner,1197,Automatic,2018,18.9,81.86,113.75,,50,5.19,DelhiNCR,DL9C,Jun,2018
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party,Petrol,5,"15,943",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,4.47,DelhiNCR,DL8C,Jun,2017
Honda,City V MT,Third Party,Petrol,5,"2,413",First Owner,1498,Manual,2022,18.6,119.35,145,15,15,11.63,DelhiNCR,DL14,Jun,2022
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"44,237",First Owner,998,Manual,2021,32.52,58.33,78,,20,6.3,DelhiNCR,HR26,Jun,2021
Hyundai,Venue S,Third Party,Petrol,5,"40,143",First Owner,1197,Manual,2020,17.52,81.86,113.76,,30,8.33,DelhiNCR,HR52,Jun,2020
Honda,City i-VTEC V,Third Party,Petrol,5,"35,516",First Owner,1497,Manual,2017,17.4,117.6,145,15,60,7.74,DelhiNCR,UP16,Jun,2017
