Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Car Location
Honda,Jazz 1.2 SV i VTEC,Not Available,Petrol,5,"73,957",RJ14,First Owner,1199,Manual,2015,18.7,88.7,110,,Aug,2015,75,4.56,Jaipur,
Mahindra,XUV500 W11 Option,Comprehensive,Diesel,7,"40,111",RJ44,First Owner,2179,Manual,2021,15.1,152.87,360,R18,Jun,2021,20,18.35,Jaipur,
Maruti,SX4 S Cross Zeta DDiS 200 SH,Comprehensive,Diesel,5,"75,000",RJ44,First Owner,1248,Manual,2019,25.1,88.5,200,R16,Feb,2019,40,7.99,Jaipur,
Maruti,SX4 Zxi BSIII,Not Available,Petrol,5,"1,25,802",RJ14,First Owner,1586,Manual,2009,15,104,1,16,Dec,2009,75,2.0,Jaipur,
Maruti,Alto K10 2010-2014 VXI,Not Available,Petrol,5,"27,292",RJ14,Second Owner,998,Manual,2012,20.92,67.1,90,13,Mar,2012,75,2.2,Jaipur,
Skoda,Rapid 1.5 TDI AT Style BSIV,Zero Dep,Diesel,5,"86,239",RJ14,First Owner,1498,Automatic,2017,21.72,108.6,250,16,Oct,2017,60,6.42,Jaipur,
Hyundai,i20 Sportz 1.2,Not Available,Petrol,5,"59,847",RJ14,First Owner,1197,Manual,2013,18.5,82.85,113.7,14,Nov,2013,75,3.8,Jaipur,
Kia,Seltos GTX DCT,Comprehensive,Petrol,5,"23,069",RJ45,First Owner,1353,Automatic,2020,16.2,138,242,17,Jul,2020,30,16.9,Jaipur,
Renault,KWID RXT,Not Available,Petrol,5,"25,683",RJ45,First Owner,799,Manual,2020,22.3,53.26,72,,Oct,2020,30,4.2,Jaipur,
Toyota,Fortuner 4x2 Manual,Not Available,Diesel,7,"1,42,085",RJ01,Third Owner,2982,Manual,2013,13,168.5,343,17,Sept,2014,75,11.0,Jaipur,
Mahindra,XUV500 W10 2WD,Comprehensive,Diesel,7,"75,000",RJ59,First Owner,2179,Manual,2018,16,140,330,17,Oct,2018,50,11.75,Jaipur,
Maruti,Celerio ZXI MT BSIV,Not Available,Petrol,5,"37,035",RJ45,First Owner,998,Manual,2019,23.1,67.04,90,,Mar,2019,40,4.25,Jaipur,
Nissan,Micra XL CVT,Comprehensive,Petrol,5,"70,355",RJ14,First Owner,1198,Automatic,2016,19.34,76,104,,Mar,2017,70,3.9,Jaipur,
Toyota,Innova Crysta 2.4 GX MT BSIV,Comprehensive,Diesel,7,"85,635",RJ02,First Owner,2393,Manual,2017,13.68,147.8,343,16,May,2017,60,16.9,Jaipur,
Toyota,Innova 2.5 VX 7 STR BSIV,Not Available,Diesel,7,"1,87,035",RJ14,First Owner,2494,Manual,2012,12.8,,20,15,Mar,2012,75,6.33,Jaipur,
Skoda,Fabia 1.2 MPI Elegance,Not Available,Petrol,5,"1,09,471",RJ14,First Owner,1198,Manual,2011,16.25,75,110,15,Jan,2012,75,1.4,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"30,722",RJ14,First Owner,998,Manual,2011,18.9,67.1,90,14,Sept,2011,75,2.4,Jaipur,
Maruti,Celerio VXI,Zero Dep,Petrol,5,"8,529",RJ45,First Owner,998,Manual,2022,25.24,65.71,89,,Aug,2022,15,6.0,Jaipur,
Maruti,Swift VDI,Third Party,Diesel,5,"55,518",RJ45,First Owner,1248,Manual,2018,28.4,74,190,,Sept,2018,50,6.85,Jaipur,
Honda,City 1.5 V AT,Not Available,Petrol,5,"61,798",DL3C,Second Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,15,Nov,2009,75,2.24,Jaipur,
Hyundai,i20 1.2 Spotz,Zero Dep,Petrol,5,"91,134",RJ18,First Owner,1197,Manual,2018,18.6,81.83,114.7,,Nov,2018,50,5.55,Jaipur,
Volkswagen,Vento 1.6 Highline,Comprehensive,Petrol,5,"1,67,304",HR26,Second Owner,1598,Manual,2015,15.04,103.2,153,15,Apr,2015,75,3.25,Jaipur,
Toyota,Innova Crysta 2.4 ZX MT BSIV,Comprehensive,Diesel,7,"1,46,000",HR26,First Owner,2393,Manual,2018,13.68,147.8,343,17,Apr,2018,50,16.9,Jaipur,
Toyota,Innova Crysta 2.4 ZX MT BSIV,Comprehensive,Diesel,7,"1,46,500",HR26,First Owner,2393,Manual,2018,13.68,147.8,343,17,Apr,2018,50,16.9,Jaipur,
Mahindra,Scorpio VLX 2WD BSIV,Not Available,Diesel,8,"1,44,120",RJ14,First Owner,2179,Manual,2014,12.05,120,290,16,Jan,2014,75,5.83,Jaipur,
Maruti,Alto 800 VXI,Zero Dep,Petrol,5,"27,790",RJ45,First Owner,796,Manual,2020,22.05,47.33,69,,Jul,2020,30,3.5,Jaipur,
Chevrolet,Optra 2.0 LS BSIII,Not Available,Diesel,5,"1,49,777",RJ14,First Owner,1991,Manual,2008,16.52,123.7,305,15,Jan,2009,75,1.69,Jaipur,
Maruti,Swift VDI,Third Party,Diesel,5,"1,02,251",RJ32,Third Owner,1248,Manual,2012,22.9,74,190,14,Jan,2013,75,2.5,Jaipur,
Hyundai,Xcent 1.2 Kappa S,Not Available,Petrol,5,"65,301",RJ14,First Owner,1197,Manual,2016,19.1,82,114,,Mar,2016,70,4.0,Jaipur,
Honda,Mobilio V Option i-DTEC,Not Available,Diesel,7,"64,307",RJ27,First Owner,1498,Manual,2015,24.2,98.6,200,15,Oct,2015,75,4.96,Jaipur,
Skoda,Kushaq 1.0 TSI Active,Not Available,Petrol,5,"13,747",RJ45,First Owner,999,Manual,2022,19.2,113.98,178,,Aug,2022,15,11.0,Jaipur,
Maruti,Wagon R LXI BS IV,Not Available,Petrol,5,"65,289",RJ14,First Owner,998,Manual,2016,20.51,67.04,90,,Jul,2016,70,3.4,Jaipur,
Chevrolet,Beat Diesel LS,Not Available,Diesel,5,"63,249",RJ14,First Owner,936,Manual,2013,25.44,57.6,150,14,Jun,2013,75,1.3,Jaipur,
Maruti,Swift Dzire ZDI,Not Available,Diesel,5,"1,69,069",RJ14,First Owner,1248,Manual,2012,23.4,74,190,15,Oct,2012,75,3.69,Jaipur,
Maruti,Wagon R Duo Lxi,Not Available,LPG,5,"45,019",RJ19,Second Owner,998,Manual,2012,26.2,58.2,77,13,Aug,2012,75,2.0,Jaipur,
Ford,Figo Diesel EXI,Not Available,Diesel,5,"1,31,435",RJ14,First Owner,1399,Manual,2012,20,68,160,,Aug,2012,75,1.88,Jaipur,
Mahindra,XUV700 AX7 Diesel,Third Party,Diesel,7,984,RJ14,First Owner,2198,Manual,2022,,182.38,420,18,Nov,2022,15,22.5,Jaipur,
Honda,Amaze V Petrol,Comprehensive,Petrol,5,"7,460",RJ45,First Owner,1199,Manual,2020,18.6,88.76,110,R15,Mar,2020,30,7.0,Jaipur,
Chevrolet,Cruze LTZ,Not Available,Diesel,5,"1,13,117",RJ06,Second Owner,1998,Manual,2014,17.3,163.7,380,16,Jul,2014,75,4.0,Jaipur,
Honda,Mobilio V i-DTEC,Not Available,Diesel,7,"88,423",RJ02,Third Owner,1498,Manual,2014,24.2,98.6,200,15,Sept,2014,75,3.5,Jaipur,
Renault,KWID Climber 1.0 AMT Opt,Not Available,Petrol,5,"53,534",RJ36,First Owner,999,Automatic,2020,22,67,91,,Jul,2020,30,3.9,Jaipur,
Maruti,Alto LXi,Not Available,Petrol,5,"75,514",UP15,First Owner,796,Manual,2010,19.7,46.3,62,12,Apr,2010,75,1.0,Jaipur,
Maruti,Swift ZDi,Not Available,Diesel,5,"1,52,871",HR26,First Owner,1248,Manual,2013,22.9,74,190,15,Mar,2013,75,3.1,Jaipur,
Maruti,Ciaz ZDi SHVS,Third Party insurance,Diesel,5,"23,368",RJ02,First Owner,1248,Manual,2017,28.09,88.5,200,15,Mar,2017,60,8.75,Jaipur,
Maruti,Swift Dzire VXI 1.2,Not Available,Petrol,5,"38,686",RJ14,Second Owner,1197,Manual,2018,21.21,81.80,113,,Apr,2018,50,5.5,Jaipur,
Tata,Altroz XZ,Third Party insurance,Petrol,5,"27,592",RJ45,First Owner,1199,Manual,2021,19.33,86.83,113,16,Mar,2021,20,7.9,Jaipur,
Honda,WR-V i-VTEC VX,Third Party insurance,Petrol,5,"26,920",RJ02,First Owner,1199,Manual,2020,17.5,88.7,110,16,Nov,2020,30,8.95,Jaipur,
Maruti,Celerio ZXI AMT BSIV,Not Available,Petrol,5,"16,344",RJ14,First Owner,998,Automatic,2017,23.1,67.04,90,,Jun,2017,60,4.5,Jaipur,
Toyota,Fortuner 2.8 2WD AT,Not Available,Diesel,7,"20,517",RJ14,First Owner,2755,Automatic,2021,12.9,174.5,450,17,Aug,2021,20,37.0,Jaipur,
Toyota,Fortuner 4x2 Manual,Third Party,Diesel,7,"2,00,641",RJ02,Third Owner,2982,Manual,2014,13,168.5,343,17,Mar,2014,75,11.5,Jaipur,
Tata,Harrier XT plus 2020-2022,Not Available,Diesel,5,"48,203",RJ45,First Owner,1956,Manual,2021,16.35,167.67,350,R17,Aug,2021,20,17.5,Jaipur,
Ford,Aspire Titanium Plus BSIV,Not Available,Petrol,5,"36,782",RJ45,First Owner,1194,Manual,2019,19.4,94.93,120,15,Sept,2019,40,5.5,Jaipur,
Maruti,Baleno Zeta,Zero Dep,Petrol,5,"11,050",RJ45,First Owner,1197,Manual,2022,21.01,81.80,113,R16,Sept,2022,15,8.5,Jaipur,
Maruti,Swift VDI,Third Party,Diesel,5,"1,46,272",RJ02,Second Owner,1248,Manual,2012,22.9,74,190,14,May,2012,75,3.2,Jaipur,
Hyundai,Creta E,Third Party,Petrol,5,"6,668",RJ45,First Owner,1497,Manual,2021,16.8,113.18,143.8,,Apr,2021,20,9.97,Jaipur,
Maruti,Wagon R VXI Minor,Not Available,Petrol,5,"81,065",RJ14,Fourth Owner,1061,Manual,2009,18.9,67,84,14,Dec,2009,75,1.19,Jaipur,
Hyundai,Grand i10 Nios Sportz,Not Available,Petrol,5,"42,627",RJ45,First Owner,1197,Manual,2021,20.7,81.86,113.8,14,Jun,2021,20,6.0,Jaipur,
Skoda,Fabia 1.2 TDI Ambition Plus,Not Available,Diesel,5,"33,958",RJ14,Second Owner,1199,Manual,2012,20.86,75,180,14,Jan,2012,75,2.02,Jaipur,
Honda,Brio VX AT,Not Available,Petrol,5,"26,812",GJ06,First Owner,1198,Automatic,2013,16.5,86.8,109,14,Aug,2013,75,2.9,Jaipur,
Ford,Fiesta Titanium 1.5 TDCi,Comprehensive,Diesel,5,"75,000",RJ01,First Owner,1498,Manual,2011,23.5,9,204,15,Dec,2011,75,2.99,Jaipur,
Nissan,Sunny Diesel XV,Comprehensive,Diesel,5,"1,00,000",RJ01,First Owner,1461,Manual,2014,22.71,84.8,200,15,Jun,2014,75,3.55,Jaipur,
Hyundai,i20 Sportz Plus Diesel,Not Available,Diesel,5,"77,570",RJ26,First Owner,1396,Manual,2019,22.54,88.76,224,15,Aug,2019,40,6.5,Jaipur,
Honda,Amaze S Petrol,Not Available,Petrol,5,"49,933",RJ45,First Owner,1199,Manual,2021,18.6,88.76,110,,Jan,2021,20,6.5,Jaipur,
Volkswagen,Vento Petrol Highline,Not Available,Petrol,5,"19,892",RJ14,First Owner,1598,Manual,2013,15.04,103.6,153,15,Apr,2013,75,3.5,Jaipur,
Tata,Harrier XZA Plus AT,Zero Dep,Diesel,5,"75,982",RJ45,First Owner,1956,Automatic,2020,14.6,167.67,350,17,Jul,2020,30,15.5,Jaipur,
Hyundai,Xcent 1.2 Kappa S,Comprehensive,Petrol,5,"48,081",MH04,First Owner,1197,Manual,2015,19.1,82,114,,Jan,2016,75,4.59,Jaipur,
Volkswagen,Polo 1.2 MPI Highline,Not Available,Petrol,5,"57,743",RJ14,First Owner,1198,Manual,2015,16.47,74,110,15,Jul,2015,75,4.2,Jaipur,
Hyundai,i10 D-lite,Third Party,Petrol,5,"44,940",RJ14,First Owner,1086,Manual,2009,19.81,68.1,99.1,13,Jan,2010,75,1.1,Jaipur,
Mahindra,E Verito C2,Not Available,Electric,5,"5,130",HR26,First Owner,0,Automatic,2019,,41.57,91,,Jul,2021,40,6.27,Jaipur,
Skoda,Rapid 1.6 TDI Ambition,Not Available,Diesel,5,"1,07,404",RJ14,Third Owner,1598,Manual,2013,20.5,103.5,250,14,Jan,2014,75,3.0,Jaipur,
Skoda,Superb Elegance 2.0 TDI CR AT,Not Available,Diesel,5,"1,47,369",RJ45,First Owner,1968,Automatic,2013,17.2,138.1,320,16,Jul,2013,75,5.0,Jaipur,
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"1,12,111",WB70,First Owner,2179,Manual,2014,15.1,140,330,17,Jul,2014,75,5.66,Jaipur,
Ford,Figo Diesel EXI,Not Available,Diesel,5,"85,942",RJ14,First Owner,1399,Manual,2011,20,68,160,,Jan,2011,75,1.5,Jaipur,
Renault,Scala Diesel RxL,Comprehensive,Diesel,5,"78,346",RJ14,Second Owner,1461,Manual,2013,21.64,84.8,200,15,Aug,2013,75,3.0,Jaipur,
Honda,BR-V i-VTEC V MT,Not Available,Petrol,7,"69,994",RJ14,First Owner,1497,Manual,2016,15.4,117.3,145,16,Jun,2016,70,6.4,Jaipur,
Maruti,Swift Ldi BSIII,Not Available,Diesel,5,"1,25,788",RJ14,Third Owner,1248,Manual,2009,17.8,7,190,14,Jan,2010,75,1.76,Jaipur,
Audi,Q3 S,Comprehensive,Diesel,5,"95,284",RJ02,Second Owner,1968,Manual,2014,17.32,138.13,320,16,Oct,2014,75,11.5,Jaipur,
Maruti,SX4 Zxi with Leather BSIII,Comprehensive,Petrol,5,"82,000",RJ14,Second Owner,1586,Manual,2010,15.6,104,1,16,Feb,2010,75,2.25,Jaipur,
Mahindra,Scorpio 1.99 S8,Comprehensive,Diesel,7,"86,000",RJ19,First Owner,1997,Manual,2016,15.4,120,280,17,Sept,2016,70,10.25,Jaipur,
Maruti,Alto K10 VXI,Comprehensive,Petrol,5,"60,123",RJ45,First Owner,998,Manual,2019,23.95,67.05,90,,Jun,2019,40,3.65,Jaipur,
Hyundai,i20 1.4 CRDi Sportz,Not Available,Diesel,5,"1,10,952",RJ14,Second Owner,1396,Manual,2012,23,90PS at 4000,22.4 kgm at 1750-2750r,14,Jul,2012,75,2.5,Jaipur,
Hyundai,Verna 1.6 SX,Not Available,Diesel,5,"1,46,158",RJ14,First Owner,1582,Manual,2014,22.32,126.32,259.8,16,Nov,2014,75,5.0,Jaipur,
Hyundai,i10 Magna,Not Available,Petrol,5,"25,199",RJ14,Second Owner,1197,Manual,2011,20.36,78.9,111.7,13,Oct,2011,75,1.9,Jaipur,
Tata,Tigor 1.2 Revotron XT,Not Available,Petrol,5,"1,60,875",RJ14,First Owner,1199,Manual,2017,20.3,84,114,,Dec,2017,60,3.71,Jaipur,
Hyundai,Verna VTVT 1.6 SX Option,Comprehensive,Petrol,5,"16,499",RJ45,First Owner,1591,Manual,2019,17,121.3,151,16,May,2019,40,10.25,Jaipur,
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"1,02,333",RJ14,Second Owner,1197,Manual,2012,18.5,82.85,113.7,14,Dec,2012,75,3.21,Jaipur,
Volkswagen,Polo Diesel Trendline 1.2L,Not Available,Diesel,5,"58,282",RJ14,First Owner,1199,Manual,2011,22.07,73.9,180,14,Sept,2011,75,2.25,Jaipur,
MG,Astor Sharp CVT,Third Party,Petrol,5,"3,445",RJ45,First Owner,1498,Automatic,2022,14.82,108.49,144,17,Mar,2022,15,15.0,Jaipur,
Maruti,Baleno 1.2 Delta,Not Available,Petrol,5,"44,259",RJ14,First Owner,1197,Manual,2017,21.4,83.1,115,,Nov,2017,60,5.7,Jaipur,
Mercedes-Benz,CLA 200 CDI Sport,Comprehensive,Diesel,5,"63,801",RJ14,Second Owner,2143,Automatic,2015,17.9,136,300,17,Jun,2016,75,15.0,Jaipur,
Hyundai,i20 Magna,Not Available,Petrol,5,"65,362",RJ14,Third Owner,1197,Manual,2009,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Nov,2009,75,1.82,Jaipur,
Mercedes-Benz,C-Class C 200 BE Classic,Third Party,Petrol,5,"34,070",RJ14,First Owner,1796,Automatic,2010,11.7,186,285,17,Apr,2011,75,7.0,Jaipur,
Renault,Duster RXL AWD,Not Available,Diesel,5,"67,818",RJ14,First Owner,1461,Manual,2015,19.72,108.45,245,,Mar,2015,75,5.2,Jaipur,
Mahindra,Scorpio S4 9 Seater,Not Available,Diesel,9,"1,71,272",RJ14,First Owner,2179,Manual,2015,15.4,120,280,,Apr,2015,75,7.93,Jaipur,
Maruti,Swift Dzire ZDI,Third Party,Diesel,5,"41,535",RJ41,First Owner,1248,Manual,2015,26.59,74,190,15,Mar,2015,75,5.0,Jaipur,
Hyundai,i20 1.2 Magna Executive,Not Available,Petrol,5,"18,655",RJ14,First Owner,1197,Manual,2017,18.6,81.83,114.7,,Oct,2017,60,5.6,Jaipur,
Maruti,Baleno Zeta,Not Available,Petrol,5,"40,416",RJ45,First Owner,1197,Manual,2020,21.01,81.80,113,R16,Nov,2020,30,6.5,Jaipur,
Maruti,Vitara Brezza VDi AMT,Not Available,Diesel,5,"59,570",RJ45,First Owner,1248,Automatic,2018,24.3,88.5,200,,Oct,2018,50,8.0,Jaipur,
Volkswagen,Polo Diesel Comfortline 1.2L,Not Available,Diesel,5,"88,228",RJ27,Second Owner,1199,Manual,2012,22.07,73.9,180,15,May,2013,75,2.7,Jaipur,
Maruti,Vitara Brezza ZDi,Comprehensive,Diesel,5,"69,123",RJ45,First Owner,1248,Manual,2019,24.3,88.5,200,16,Oct,2019,40,9.35,Jaipur,
Tata,Hexa XM,Not Available,Diesel,7,"1,22,618",RJ14,First Owner,2179,Manual,2017,17.6,153.86,400,,Oct,2017,60,6.1,Jaipur,
Maruti,Alto Std,Comprehensive,Petrol,5,"1,31,792",RJ14,First Owner,796,Manual,2009,19.7,46.3,62,12,Feb,2009,75,0.8906,Jaipur,
Maruti,Alto 800 LXI Opt,Not Available,Petrol,5,472,RJ45,First Owner,796,Manual,2022,22.05,47.33,69,,Jan,2023,15,3.76,Jaipur,
Maruti,Vitara Brezza VDi Option,Comprehensive,Diesel,5,"66,000",RJ19,First Owner,1248,Manual,2018,24.3,88.5,200,,Nov,2018,50,8.25,Jaipur,
Toyota,Vellfire Executive Lounge,Comprehensive,Petrol,7,"28,000",DL11,First Owner,2494,Automatic,2020,16.35,115.32,198,17,Jun,2020,30,93.0,Jaipur,
Hyundai,Creta 1.6 SX,Not Available,Petrol,5,"45,181",RJ45,First Owner,1591,Manual,2018,15.8,121.3,151,17,Jan,2019,50,11.0,Jaipur,
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"1,12,665",RJ14,Second Owner,1197,Manual,2014,19.1,85.8,114,14,Jan,2015,75,3.7,Jaipur,
Mahindra,XUV300 W6,Not Available,Petrol,5,"77,591",RJ45,First Owner,1197,Manual,2021,17,108.6,200,,Mar,2021,20,8.0,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"1,61,170",RJ14,First Owner,796,Manual,2015,22.74,47.3,69,,Nov,2015,75,2.25,Jaipur,
Mercedes-Benz,GLA Class 220 d 4MATIC,Not Available,Diesel,5,"70,891",RJ45,Second Owner,2143,Automatic,2019,17.9,170,350,18,Jan,2020,40,25.0,Jaipur,
Renault,KWID Climber 1.0 AMT Opt,Comprehensive,Petrol,5,"3,990",RJ45,First Owner,999,Automatic,2020,22,67,91,,Jul,2020,30,5.25,Jaipur,
Kia,Seltos HTX G,Comprehensive,Petrol,5,"36,340",RJ45,First Owner,1497,Manual,2021,16.8,113.43,144,17,Apr,2021,20,13.9,Jaipur,
Honda,Amaze E i-DTEC,Not Available,Diesel,5,"1,08,137",RJ45,First Owner,1498,Manual,2017,25.8,98.6,200,,Apr,2017,60,4.5,Jaipur,
Maruti,Wagon R AMT VXI,Not Available,Petrol,5,"73,002",RJ45,First Owner,998,Automatic,2018,20.51,67,90,,Dec,2018,50,3.6,Jaipur,
Chevrolet,Beat Diesel PS,Not Available,Diesel,5,"82,043",RJ14,First Owner,936,Manual,2011,25.44,57.6,150,14,Jan,2012,75,1.37,Jaipur,
Hyundai,Verna 1.6 CRDi SX,Comprehensive,Diesel,5,"1,19,886",RJ14,First Owner,1582,Manual,2015,23.9,126.2,259.9,16,Mar,2015,75,5.0,Jaipur,
Mercedes-Benz,GLA Class 200 d Sport,Comprehensive,Diesel,5,"58,000",DL1C,First Owner,2143,Automatic,2015,17.9,136,300,18,Jul,2015,75,16.49,Jaipur,
Mahindra,KUV 100 mFALCON D75 K6 Plus,Comprehensive,Diesel,6,"73,000",RJ19,First Owner,1198,Manual,2016,25.32,77,190,,Nov,2016,70,3.95,Jaipur,
Hyundai,Creta 1.6 SX Option Diesel,Comprehensive,Diesel,5,"86,000",RJ45,First Owner,1582,Manual,2018,20.5,126.2,259.87,17,Nov,2018,50,11.51,Jaipur,
Ford,Fiesta EXi 1.4 TDCi Ltd,Not Available,Diesel,5,"1,05,347",HR15,Third Owner,1399,Manual,2010,17.8,,16,14,Dec,2010,75,1.41,Jaipur,
Hyundai,Creta SX Turbo,Not Available,Petrol,5,"48,903",RJ45,First Owner,1353,Automatic,2020,16.8,138.08,242,R17,Aug,2020,30,16.0,Jaipur,
BMW,X1 sDrive20d,Comprehensive,Diesel,5,"1,27,934",RJ14,First Owner,1995,Automatic,2013,17.05,184,380,17,Nov,2013,75,7.25,Jaipur,
Mahindra,Verito 1.5 D2 BSIV,Not Available,Diesel,5,"79,994",RJ14,Second Owner,1461,Manual,2011,21,64.1,160,14,Jul,2011,75,1.7,Jaipur,
Hyundai,Verna 1.6 SX,Comprehensive,Diesel,5,"1,09,089",RJ22,First Owner,1582,Manual,2012,22.32,126.32,259.8,16,Dec,2012,75,4.0,Jaipur,
Maruti,Swift VXi BSIV,Comprehensive,Petrol,5,"94,353",RJ14,First Owner,1197,Manual,2010,16.1,8,113,14,Oct,2010,75,3.35,Jaipur,
Maruti,Vitara Brezza ZDi Plus,Comprehensive,Diesel,5,"40,337",RJ23,First Owner,1248,Manual,2018,24.3,88.5,200,16,Apr,2018,50,9.85,Jaipur,
Hyundai,i10 Magna,Not Available,Petrol,5,"1,21,877",RJ14,First Owner,1197,Manual,2013,20.36,78.9,111.7,13,Jun,2013,75,2.5,Jaipur,
Tata,Tiago 1.2 Revotron XE,Not Available,Petrol,5,"21,070",RJ45,First Owner,1199,Manual,2018,23.84,84,114,,Dec,2018,50,4.05,Jaipur,
Volkswagen,Vento Diesel Trendline,Comprehensive,Diesel,5,"1,26,379",GJ12,First Owner,1598,Manual,2013,20.54,103.6,250,14,May,2013,75,2.7,Jaipur,
Maruti,Vitara Brezza ZDi Plus,Comprehensive,Diesel,5,"66,000",RJ06,First Owner,1248,Manual,2018,24.3,88.5,200,16,Feb,2018,50,9.11,Jaipur,
Volvo,XC60 Inscription D5,Comprehensive,Diesel,5,"29,000",HP93,First Owner,1969,Automatic,2019,11.2,231.78,480,19,Feb,2019,40,50.0,Jaipur,
Porsche,718 Boxster,Comprehensive,Petrol,2,"7,000",UK14,Second Owner,1988,Automatic,2018,9,295,380,18,Jun,2018,50,95.0,Jaipur,
Maruti,Swift Dzire VXI 1.2,Comprehensive,Petrol,5,"48,123",RJ14,First Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,6.35,Jaipur,
Maruti,Vitara Brezza ZXI Plus Dual Tone,Third Party,Petrol,5,"65,000",RJ51,First Owner,1462,Manual,2021,17.03,103.26,138,R16,Jun,2021,20,9.51,Jaipur,
Tata,Altroz XE,Not Available,Petrol,5,"16,152",RJ20,First Owner,1199,Manual,2021,19.33,86.83,113,,Mar,2021,20,5.0,Jaipur,
Hyundai,Santro Xing GLS LPG,Not Available,LPG,5,"1,03,337",RJ18,Third Owner,1086,Manual,2010,13.45,62.1,96.1,13,Oct,2011,75,1.2,Jaipur,
Honda,Amaze VX Diesel BSIV,Not Available,Diesel,5,"1,63,704",RJ14,First Owner,1498,Manual,2016,27.4,98.63,200,14,Jan,2023,70,4.44,Jaipur,
Skoda,Octavia Ambition 2.0 TDI AT,Not Available,Diesel,5,"97,642",RJ14,First Owner,1968,Automatic,2013,19.3,141,320,16,Dec,2013,75,7.0,Jaipur,
Hyundai,EON Era Plus,Not Available,Petrol,5,"93,510",RJ14,First Owner,814,Manual,2015,21.1,55.2,74.5,,Feb,2016,75,1.9,Jaipur,
Ford,Ecosport 1.5 Diesel Titanium Plus BSIV,Not Available,Diesel,5,"1,00,792",RJ26,Second Owner,1498,Manual,2018,23,98.96,205,16,Apr,2018,50,7.5,Jaipur,
Volkswagen,Polo Petrol Trendline 1.2L,Not Available,Petrol,5,"90,036",RJ14,First Owner,1198,Manual,2011,16.47,73.9,110,14,Nov,2011,75,2.4,Jaipur,
Hyundai,Venue S,Zero Dep,Petrol,5,"18,163",MP20,First Owner,1197,Manual,2020,17.52,81.86,113.76,,Dec,2020,30,7.0,Jaipur,
Tata,Harrier XT plus Dark Edition,Not Available,Diesel,5,"9,977",RJ45,First Owner,1956,Manual,2022,16.35,167.67,350,17,May,2022,15,18.0,Jaipur,
Maruti,Wagon R VXI,Zero Dep,Petrol,5,"7,170",RJ45,First Owner,998,Manual,2021,21.79,67.05,90,,Feb,2021,20,5.5,Jaipur,
Hyundai,i20 1.4 CRDi Sportz,Not Available,Diesel,5,"1,38,031",RJ14,First Owner,1396,Manual,2011,23,90PS at 4000,22.4 kgm at 1750-2750r,14,Feb,2012,75,2.66,Jaipur,
Hyundai,Xcent 1.2 Kappa SX,Not Available,Petrol,5,"1,04,855",RJ14,First Owner,1197,Manual,2014,19.1,82,114,14,May,2014,75,3.5,Jaipur,
Honda,WR-V i-VTEC S,Comprehensive,Petrol,5,"31,500",RJ45,First Owner,1199,Manual,2019,17.5,88.7,110,16,Jun,2019,40,7.25,Jaipur,
Mahindra,XUV500 W6 2WD,Comprehensive,Diesel,7,"59,000",HR26,Second Owner,2179,Manual,2015,15.1,140,330,,Oct,2015,75,6.9,Jaipur,
Hyundai,Venue SX Opt Diesel,Comprehensive,Diesel,5,"36,836",RJ48,First Owner,1493,Manual,2021,23.7,98.6,240.26,16,Aug,2021,20,12.5,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"55,811",RJ14,First Owner,998,Manual,2017,20.51,67.04,90,,Oct,2017,60,4.35,Jaipur,
Nissan,Sunny Diesel XL,Comprehensive,Diesel,5,"1,33,818",RJ02,First Owner,1461,Manual,2013,21.64,84.8,200,14,Mar,2014,75,2.5,Jaipur,
Maruti,Swift Dzire ZXI Plus BS IV,Comprehensive,Petrol,5,"64,000",RJ14,First Owner,1197,Manual,2017,22,81.80,113,15,Jul,2017,60,6.1,Jaipur,
Toyota,Fortuner 2.8 2WD AT,Comprehensive,Diesel,7,"98,000",UP63,First Owner,2755,Automatic,2019,12.9,174.5,450,17,May,2019,40,32.0,Jaipur,
Honda,BR-V i-VTEC E MT,Comprehensive,Petrol,7,"66,123",RJ14,First Owner,1497,Manual,2019,15.4,117.3,145,,Feb,2019,40,6.65,Jaipur,
Maruti,Baleno 1.2 CVT Delta,Comprehensive,Petrol,5,"62,134",RJ14,First Owner,1197,Automatic,2016,21.4,83.1,115,,Oct,2016,70,5.21,Jaipur,
Volkswagen,Vento Diesel Highline,Not Available,Diesel,5,"2,23,967",RJ14,First Owner,1598,Manual,2013,20.54,103.6,250,15,Nov,2013,75,3.21,Jaipur,
