Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Depreciation Rate (in %),Price (in lacs),City,RTO,Registration Month,Registration Year
Jeep,Compass 2.0 Limited Plus BSIV,Comprehensive,Diesel,5,"33,137",First Owner,1956,Manual,2019,17.1,170.63,350,18,40,18.75,Mumbai,MH02,Feb,2019
Maruti,Ignis 1.2 Zeta BSIV,Third Party insurance,Petrol,5,"29,845",First Owner,1197,Manual,2017,20.89,81.80,113,15,60,4.95,Mumbai,MH04,Sept,2017
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"64,069",First Owner,998,Manual,2015,20.51,67.04,90,,75,3.0,Mumbai,MH12,Dec,2015
Maruti,Vitara Brezza ZXI,Comprehensive,Petrol,5,"3,892",First Owner,1462,Manual,2021,17.03,103.26,138,R16,20,9.3,Mumbai,MP09,Sept,2021
Maruti,Ciaz ZXi,Third Party,Petrol,5,"52,000",Second Owner,1373,Manual,2014,20.73,91.1,130,15,75,4.99,Mumbai,MH03,Mar,2014
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"63,579",First Owner,1061,Manual,2008,18.9,67,84,13,75,1.37,Mumbai,MH12,Jan,2009
Hyundai,i20 Magna,Third Party,Petrol,5,"76,000",Second Owner,1197,Manual,2009,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,75,1.85,Mumbai,MH04,Aug,2009
Skoda,Rapid Leisure 1.6 TDI MT,Third Party insurance,Diesel,5,"75,200",Second Owner,1598,Manual,2013,20.5,103.6,250,15,75,3.19,Mumbai,MH01,Apr,2013
Toyota,Innova Crysta 2.8 ZX AT BSIV,Third Party insurance,Diesel,7,"52,520",First Owner,2755,Automatic,2017,11.36,171.5,360,17,60,19.49,Mumbai,MH04,Jul,2017
Mercedes-Benz,GLA Class 200 d Style,Comprehensive,Diesel,5,"24,700",Second Owner,2143,Automatic,2018,17.9,136,300,18,50,25.99,Mumbai,MH46,May,2018
Tata,Tigor EV XZ Plus,Comprehensive,Electric,5,"9,000",First Owner,,Automatic,2021,,73.75,170,,20,10.85,Mumbai,MH46,Dec,2021
Maruti,Wagon R LXI CNG,Not Available,CNG,5,"62,127",First Owner,998,Manual,2013,26.6,58.16,77,,75,2.75,Mumbai,MH03,Aug,2013
Honda,City i VTEC V,Third Party insurance,Petrol,5,"38,000",First Owner,1497,Manual,2017,17.8,117.3,145,15,60,7.21,Mumbai,MH02,Sept,2017
Volkswagen,Vento Petrol Highline AT,Third Party insurance,Petrol,5,"41,163",First Owner,1598,Automatic,2012,14.4,103.6,153,15,75,3.95,Mumbai,MH02,Nov,2012
Kia,Seltos GTX Plus Diesel AT,Third Party insurance,Diesel,5,"17,300",First Owner,1493,Automatic,2020,18,113.43,250,17,30,17.69,Mumbai,MH04,Jun,2020
Toyota,Etios G,Comprehensive,Petrol,5,"83,375",First Owner,1496,Manual,2011,17.6,88.73,132,15,75,2.0,Mumbai,MH01,Dec,2011
Maruti,Wagon R CNG LXI Opt,Comprehensive,CNG,5,"43,000",First Owner,998,Manual,2020,32.52,58.33,78,,30,5.66,Mumbai,MH03,Oct,2020
Mahindra,XUV500 W7 BSIV,Comprehensive,Diesel,7,"33,000",First Owner,2179,Manual,2018,15.1,152.87,360,,50,11.99,Mumbai,MH03,Jul,2018
Tata,Zest Revotron 1.2T XMS,Third Party,Petrol,5,"87,657",First Owner,1193,Manual,2016,17.57,88.7,140,,70,3.1,Mumbai,MH09,Nov,2016
Ford,Ecosport 1.5 DV5 MT Titanium,Not Available,Diesel,5,"56,606",Second Owner,1498,Manual,2013,22.7,89.84,204,16,75,3.5,Mumbai,DL12,Jan,2014
Mahindra,TUV 300 T6,Not Available,Diesel,7,"1,66,121",First Owner,1493,Manual,2016,18.49,100,240,,70,5.25,Mumbai,MH06,May,2016
Honda,City 1.5 V AT,Third Party,Petrol,5,"20,999",First Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,15,75,3.53,Mumbai,MH03,Nov,2009
Hyundai,i20 Magna,Not Available,Petrol,5,"50,066",First Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,75,2.65,Mumbai,GA03,Sept,2010
Tata,Tigor 1.2 Revotron XT,Comprehensive,Petrol,5,"14,206",First Owner,1199,Manual,2018,20.3,84,114,,50,4.5,Mumbai,MH12,Jun,2018
BMW,5 Series 520d Luxury Line,Zero Dep,Diesel,5,"15,847",First Owner,1995,Automatic,2020,20.37,187.74,400,R18,30,56.0,Mumbai,MH12,Nov,2020
Hyundai,Creta 1.6 SX Automatic Diesel,Comprehensive,Diesel,5,"28,000",First Owner,1582,Automatic,2019,17.6,126.2,259.87,17,40,14.55,Mumbai,MH02,Mar,2019
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"34,292",First Owner,1591,Automatic,2017,13,121.3,151,17,60,10.25,Mumbai,MH01,Jun,2017
Honda,Jazz 1.2 V AT i VTEC,Comprehensive,Petrol,5,"48,000",First Owner,1199,Automatic,2015,19,88.7,110,15,75,5.65,Mumbai,MH02,Nov,2015
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"24,314",First Owner,1197,Automatic,2020,20.7,81.86,113.8,14,30,7.25,Mumbai,MH05,Jul,2020
Jeep,Compass 1.4 Limited Plus BSIV,Comprehensive,Petrol,5,"34,000",First Owner,1368,Automatic,2018,16,160.77,250,18,50,14.1,Mumbai,MH02,Nov,2018
Renault,Kiger RXZ,Third Party,Petrol,5,"16,299",First Owner,999,Manual,2022,19.17,71.01,96,16,15,8.99,Mumbai,MH03,Mar,2022
Maruti,Baleno 1.2 Delta,Comprehensive,Petrol,5,"79,000",First Owner,1197,Manual,2018,21.4,83.1,115,,50,5.75,Mumbai,MH47,Feb,2018
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"52,117",First Owner,998,Manual,2017,26.2,58.2,77,13,60,3.9,Mumbai,MH04,May,2017
Hyundai,i20 Sportz 1.2,Third Party insurance,Petrol,5,"20,000",First Owner,1197,Manual,2017,18.6,81.83,114.7,,60,5.91,Mumbai,MH05,Jan,2017
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"28,000",First Owner,1591,Automatic,2018,13,121.3,151,17,50,12.9,Mumbai,MH02,Jun,2018
Honda,City i VTEC CVT SV,Comprehensive,Petrol,5,"52,000",First Owner,1497,Automatic,2015,18,117.3,145,,75,6.25,Mumbai,MH48,Jan,2015
Skoda,Octavia Elegance 1.8 TSI AT,Third Party insurance,Petrol,5,"43,000",First Owner,1798,Automatic,2015,14.7,177.5,250,16,75,9.45,Mumbai,MH02,Feb,2015
Maruti,Swift AMT VXI BSIV,Third Party insurance,Petrol,5,"19,000",First Owner,1197,Automatic,2018,22,81.80,113,,50,6.25,Mumbai,MH48,Dec,2018
Maruti,Swift Dzire VXI,Third Party insurance,Petrol,5,"51,000",First Owner,1197,Manual,2015,20.85,83.14,115,,75,4.75,Mumbai,MH02,Feb,2015
Maruti,Celerio VXI AT,Third Party insurance,Petrol,5,"22,000",First Owner,998,Automatic,2015,23.1,67.04,90,,75,3.75,Mumbai,MH05,Jul,2015
Hyundai,Venue SX Plus Turbo DCT BSIV,Comprehensive,Petrol,5,"20,000",Second Owner,998,Automatic,2019,18.15,118.35,171.6,16,40,9.75,Mumbai,MH12,Jul,2019
Maruti,Ertiga ZXI AT Petrol,Third Party insurance,Petrol,7,"15,000",First Owner,1462,Automatic,2019,18.69,103,138,,40,10.95,Mumbai,MH14,Aug,2019
Kia,Carnival Premium,Third Party,Diesel,7,"22,000",First Owner,2199,Automatic,2020,14.11,197.2,440,R18,30,25.5,Mumbai,MH14,Nov,2020
Hyundai,Creta 1.6 VTVT SX Plus,Zero Dep,Petrol,5,"39,573",First Owner,1591,Manual,2017,13,121.3,151,17,60,8.0,Mumbai,MH47,Mar,2017
Kia,Sonet 1.5 HTX Plus Diesel,Comprehensive,Diesel,5,"18,000",First Owner,1493,Manual,2020,,98.63,240,16,30,12.25,Mumbai,MH03,Oct,2020
Hyundai,EON Magna Plus,Third Party insurance,Petrol,5,"17,000",First Owner,814,Manual,2015,21.1,55.2,74.5,,75,2.75,Mumbai,MH04,Nov,2015
Ford,Figo Petrol ZXI,Third Party,Petrol,5,"38,560",Second Owner,1196,Manual,2011,15.6,70,102,14,75,1.6,Mumbai,MH02,Apr,2011
Volkswagen,Jetta 2.0L TDI Highline AT,Comprehensive,Diesel,5,"81,001",Second Owner,1968,Automatic,2011,16.96,138.1,320,16,75,4.4,Mumbai,MH47,May,2011
Hyundai,Verna VTVT 1.6 AT SX Option,Third Party insurance,Petrol,5,"34,000",First Owner,1591,Automatic,2018,17,121.3,151,16,50,9.95,Mumbai,MH01,Nov,2018
Mahindra,Marazzo M2 8Str,Third Party,Diesel,8,"18,223",First Owner,1497,Manual,2021,17.3,120.96,300,,20,11.9,Mumbai,MH09,Jan,2021
Hyundai,Grand i10 Sportz,Zero Dep,Petrol,5,"25,000",First Owner,1197,Manual,2016,18.9,82,114,,70,4.45,Mumbai,MH02,May,2016
Hyundai,i20 Sportz Option 1.2,Third Party insurance,Petrol,5,"25,000",First Owner,1197,Manual,2017,18.6,81.83,114.7,16,60,5.75,Mumbai,MH05,Nov,2017
Honda,City V CVT,Comprehensive,Petrol,5,"11,000",First Owner,1498,Automatic,2021,18.3,119.35,145,15,20,13.25,Mumbai,MH04,Jun,2021
Hyundai,i10 Sportz 1.1L,Third Party insurance,Petrol,5,"20,000",First Owner,1086,Manual,2013,19.81,68.05,99.04,,75,3.15,Mumbai,MH02,Dec,2013
Hyundai,Creta 1.6 E Plus,Third Party insurance,Petrol,5,"32,000",First Owner,1591,Manual,2018,15.8,121.3,151,,50,8.75,Mumbai,MH02,Dec,2018
Maruti,Ciaz AT ZXi Plus,Comprehensive,Petrol,5,"14,000",First Owner,1373,Automatic,2017,19.12,91.1,130,16,60,7.65,Mumbai,MH01,Mar,2019
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"31,787",First Owner,1197,Manual,2015,18.6,81.83,114.7,,75,5.0,Mumbai,MH14,May,2015
Hyundai,i10 Sportz AT,Third Party insurance,Petrol,5,"34,000",First Owner,1197,Automatic,2013,16.95,78.9,111.8,13,75,3.75,Mumbai,MH02,Apr,2013
Honda,Brio VX,Third Party insurance,Petrol,5,"57,000",First Owner,1198,Manual,2015,19.4,86.8,109,14,75,3.85,Mumbai,MH03,Jul,2015
Maruti,XL6 Zeta,Comprehensive,Petrol,6,"29,000",First Owner,1462,Manual,2021,19.01,103.2,138,R15,20,10.75,Mumbai,MH06,Feb,2021
Maruti,Ciaz 1.4 Zeta,Comprehensive,Petrol,5,"31,000",Second Owner,1373,Manual,2017,20.73,91.1,130,15,60,6.95,Mumbai,MH03,Jun,2017
Renault,Kiger RXT Turbo CVT,Comprehensive,Petrol,5,"17,000",First Owner,999,Automatic,2021,18.24,98.63,152,,20,9.49,Mumbai,MH47,Nov,2021
Mercedes-Benz,CLA Urban Sport 200d,Third Party insurance,Diesel,5,"13,000",First Owner,2143,Automatic,2019,17.9,134.1,300,17,40,28.5,Mumbai,MH03,Jan,2019
Hyundai,Elantra 2.0 SX Option,Comprehensive,Petrol,5,"44,000",First Owner,1999,Manual,2017,14.59,149.92,192.2,16,60,11.21,Mumbai,MH01,May,2017
Mahindra,XUV300 W6 AMT Diesel BSIV,Comprehensive,Diesel,5,"48,000",First Owner,1497,Automatic,2020,20,115,300,,30,9.15,Mumbai,MH02,Jan,2020
Hyundai,Creta 1.6 E Plus,Third Party insurance,Petrol,5,"26,000",First Owner,1591,Manual,2019,15.8,121.3,151,,40,9.2,Mumbai,MH01,May,2019
Honda,City V AT,Comprehensive,Petrol,5,"73,329",Second Owner,1497,Automatic,2013,15.6,116.3,146,15,75,4.5,Mumbai,MH02,May,2013
Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL,Comprehensive,Petrol,5,"50,000",Second Owner,1999,Automatic,2017,12.95,152.88,192.21,18,60,14.75,Mumbai,MH01,Jan,2017
Honda,City V AT,Third Party insurance,Petrol,5,"72,490",First Owner,1497,Automatic,2011,15.6,116.3,146,15,75,3.5,Mumbai,MH01,Feb,2011
BMW,X3 xDrive20d,Third Party,Diesel,5,"75,783",First Owner,1995,Automatic,2012,16.09,184,380,17,75,13.0,Mumbai,MH04,Aug,2012
Honda,City VX MT,Comprehensive,Petrol,5,"37,958",First Owner,1498,Manual,2021,18.6,119.35,145,16,20,11.5,Mumbai,MH01,Jul,2021
Honda,Jazz 1.2 V AT i VTEC,Third Party insurance,Petrol,5,"36,858",First Owner,1199,Automatic,2016,19,88.7,110,15,70,6.5,Mumbai,MH12,Apr,2016
Maruti,Wagon R VXI Minor,Third Party,Petrol,5,"75,894",First Owner,1061,Manual,2010,18.9,67,84,14,75,1.55,Mumbai,MH02,Nov,2010
Jeep,Compass 2.0 Limited Option,Comprehensive,Diesel,5,"47,000",First Owner,1956,Manual,2017,17.1,170,350,17,60,12.5,Mumbai,MH01,Jul,2017
Honda,City SV MT,Comprehensive,Petrol,5,"57,968",First Owner,1497,Manual,2015,17.4,117.60,145,15,75,5.9,Mumbai,MH01,Aug,2015
Tata,Nano LX SE,Comprehensive,Petrol,4,"33,000",First Owner,624,Manual,2014,25.4,37.5,51,12,75,1.45,Mumbai,MH02,Feb,2014
Toyota,Innova 2.5 G (Diesel) 8 Seater,Third Party insurance,Diesel,8,"95,000",Second Owner,2494,Manual,2009,12.99,100,200,15,75,4.45,Mumbai,MH04,Nov,2009
Maruti,Vitara Brezza VDi,Comprehensive,Diesel,5,"19,307",Second Owner,1248,Manual,2018,24.3,88.5,200,,50,9.0,Mumbai,MH47,Aug,2018
Toyota,Innova 2.5 G (Diesel) 7 Seater,Third Party,Diesel,7,"2,55,000",Third Owner,2494,Manual,2012,12.99,100,200,15,75,6.48,Mumbai,MH04,Feb,2012
Maruti,SX4 Zxi with Leather BSIII,Not Available,Petrol,5,"1,43,526",First Owner,1586,Manual,2009,15.6,104,1,16,75,1.89,Mumbai,MH04,May,2009
Honda,Brio S Option MT,Comprehensive,Petrol,5,"97,866",First Owner,1198,Manual,2012,18.4,86.8,109,14,75,2.0,Mumbai,MH02,Mar,2012
Maruti,Swift Dzire 1.2 Vxi BSIV,Available,Petrol,5,"70,000",Third Owner,1197,Manual,2009,17.5,85.8,114,14,75,1.9,Mumbai,,,
Honda,City i VTEC V,Third Party insurance,Petrol,5,"50,000",First Owner,1497,Manual,2015,17.4,117.3,145,15,75,6.0,Mumbai,,,
Honda,City 1.5 E MT,Third Party insurance,Petrol,5,"1,22,000",Second Owner,1497,Manual,2008,17,"118PS at 6,600 ",146Nm at 4800 r,15,75,2.0,Mumbai,,,
Renault,Lodgy Stepway 110PS RXZ 8S,Third Party insurance,Diesel,8,"35,000",First Owner,1461,Manual,2018,19.98,108.5,245,15,50,7.39,Mumbai,,,
Tata,Zest Revotron 1.2 XT,Comprehensive,Petrol,5,"35,000",Second Owner,1193,Manual,2016,17.57,88.7,140,15,70,3.59,Mumbai,,,
Toyota,Glanza G,Third Party insurance,Petrol,5,"20,000",First Owner,1197,Manual,2021,21.01,81.80,113,R16,20,6.75,Mumbai,N/A,,
Maruti,Alto 800 LX,Third Party insurance,Petrol,5,"70,000",First Owner,796,Manual,2014,22.74,47.3,69,,75,2.25,Mumbai,,,
Maruti,Swift 1.3 VXi,Third Party,Petrol,5,"66,038",Second Owner,1298,Manual,2009,16.1,8,11,14,75,2.0,Mumbai,MH12,Aug,2009
Hyundai,Verna 1.4 CRDi,Third Party insurance,Diesel,5,"1,00,000",Second Owner,1396,Manual,2014,24.8,88.7,219.7,15,75,5.1,Mumbai,,,
Jeep,Compass 2.0 Longitude BSIV,Third Party insurance,Diesel,5,"41,000",First Owner,1956,Manual,2018,17.1,170,350,17,50,13.5,Mumbai,MH01,Feb,2018
Maruti,Ritz LXi,Third Party insurance,Petrol,5,"1,10,000",First Owner,1197,Manual,2016,18.5,85.80,114,,70,1.95,Mumbai,,,
Maruti,Zen Estilo LXI BS IV,Third Party insurance,Petrol,5,"80,000",Second Owner,998,Manual,2010,19,67.1,90,13,75,1.24,Mumbai,,,
Maruti,Ertiga VXI CNG,Comprehensive,CNG,7,"35,000",Second Owner,1373,Manual,2018,17.5,80.46,112,,50,8.0,Mumbai,N/A,,
Skoda,Rapid 1.5 TDI Ambition With Alloy Wheel,Comprehensive,Diesel,5,"75,000",First Owner,1498,Manual,2016,21.14,103.52,250,15,70,4.95,Mumbai,,,
Volkswagen,Ameo 1.0 MPI Highline Plus,Third Party insurance,Petrol,5,"15,000",First Owner,999,Manual,2019,19.44,75,95,16,40,6.66,Mumbai,N/A,,
Maruti,Ertiga VDI,Third Party insurance,Diesel,7,"80,000",First Owner,1248,Manual,2012,20.77,88.76,200,,75,5.5,Mumbai,,,
Maruti,Swift Dzire AMT ZXI BS IV,Zero Dep,Petrol,5,"16,000",First Owner,1197,Automatic,2018,22,81.80,113,15,50,6.75,Mumbai,MH05,Jun,2018
Honda,City i VTEC SV,Comprehensive,Petrol,5,"67,000",First Owner,1497,Manual,2016,17.8,117.3,145,,70,5.75,Mumbai,MH01,Feb,2016
Honda,Amaze VX i DTEC,Third Party insurance,Diesel,5,"89,000",First Owner,1498,Manual,2016,25.8,98.6,200,14,70,5.34,Mumbai,MH03,Mar,2016
Hyundai,i20 1.2 Magna,Third Party insurance,Petrol,5,"66,000",Second Owner,1197,Manual,2010,18.5,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,75,2.54,Mumbai,MH03,Jul,2010
Honda,Mobilio V i-VTEC,Third Party insurance,Petrol,7,"56,000",Second Owner,1497,Manual,2015,17.3,117.3,145,15,75,4.94,Mumbai,MH01,Jun,2015
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Not Available,Petrol,5,"17,526",First Owner,1197,Manual,2017,18.9,81.86,113.75,,60,4.0,Mumbai,MH02,Mar,2017
Hyundai,i20 Magna Optional 1.4 CRDi,Third Party insurance,Diesel,5,"89,000",First Owner,1396,Manual,2014,21.9,88.8,219.7,14,75,4.3,Mumbai,MH02,Apr,2014
Ford,Figo Petrol ZXI,Comprehensive,Petrol,5,"56,000",Second Owner,1196,Manual,2011,15.6,70,102,14,75,1.64,Mumbai,MH03,May,2011
Hyundai,Getz 1.1 GVS,Comprehensive,Petrol,5,"54,664",Second Owner,1086,Manual,2010,15,6,10,13,75,1.25,Mumbai,MH03,Feb,2010
Hyundai,Getz 1.3 GLS,Third Party insurance,Petrol,5,"1,10,000",Second Owner,1341,Manual,2008,14.2,8,11,13,75,0.65,Mumbai,,,
Maruti,Wagon R LXI,Zero Dep,Petrol,5,"11,084",First Owner,998,Manual,2021,21.79,67.05,90,,20,5.4,Mumbai,MH47,Nov,2021
Skoda,New Laura 1.9 TDI MT Ambiente,Third Party,Diesel,5,"65,000",Third Owner,1896,Manual,2010,17,10,250,15,75,2.95,Mumbai,MH01,Aug,2010
BMW,5 Series 520d Sport Line,Comprehensive,Diesel,5,"44,000",Second Owner,1995,Automatic,2017,22.48,187.74,400,18,60,31.9,Mumbai,MH04,Jul,2017
Honda,WR-V i-VTEC VX,Third Party insurance,Petrol,5,"43,800",First Owner,1199,Manual,2018,17.5,88.7,110,16,50,7.45,Mumbai,MH12,Jul,2018
Hyundai,Verna CRDi 1.6 AT SX Plus,Comprehensive,Diesel,5,"67,000",First Owner,1582,Automatic,2017,22,126.2,259.87,16,60,9.45,Mumbai,MH02,Sept,2017
Honda,City V MT,Comprehensive,Petrol,5,"58,000",First Owner,1497,Manual,2015,16.8,116.3,146,15,75,5.35,Mumbai,MH01,Feb,2015
Kia,Sonet 1.5 HTX Diesel,Third Party insurance,Diesel,5,"38,553",First Owner,1493,Manual,2021,,98.63,240,16,20,11.95,Mumbai,MH04,Apr,2021
Hyundai,i10 Magna 1.1L,Third Party insurance,Petrol,5,"47,000",First Owner,1086,Manual,2012,19.81,68.05,99.04,,75,2.54,Mumbai,MH04,Oct,2012
Toyota,Corolla Altis G,Third Party insurance,Petrol,5,"58,000",First Owner,1798,Manual,2011,14.53,138.1,173,15,75,3.54,Mumbai,MH03,Jul,2011
Audi,Q3 35 TDI Quattro Premium,Third Party insurance,Diesel,5,"70,000",Second Owner,1968,Automatic,2015,15.73,174.33,380,17,75,15.99,Mumbai,MH46,Jan,2015
Hyundai,Grand i10 Nios Sportz CNG,Third Party,CNG,5,"4,000",First Owner,1197,Manual,2020,,68.05,95.2,13,30,7.25,Mumbai,MH01,Nov,2020
Hyundai,Grand i10 Nios AMT Asta,Zero Dep,Petrol,5,"18,000",First Owner,1197,Automatic,2020,20.7,81.86,113.8,15,30,7.45,Mumbai,MH02,Jul,2020
Maruti,Swift Dzire VXI,Third Party insurance,Petrol,5,"60,000",First Owner,1197,Manual,2021,22.41,88.50,113,,20,7.0,Mumbai,,,
Honda,City i-VTEC CVT VX,Third Party insurance,Petrol,5,"75,000",First Owner,1497,Automatic,2018,18,117.6,145,16,50,8.5,Mumbai,,,
Tata,Nexon EV Prime XZ Plus,Third Party,Electric,5,"17,441",First Owner,0,Automatic,2021,,127,245,16,20,14.0,Mumbai,MH02,May,2021
Maruti,Wagon R VXI Minor,Comprehensive,Petrol,5,"33,623",First Owner,1061,Manual,2010,18.9,67,84,14,75,1.91,Mumbai,MH02,Oct,2010
Maruti,Swift VXI 2018,Comprehensive,Petrol,5,"36,000",First Owner,1197,Manual,2018,22,81.80,113,,50,6.0,Mumbai,MH02,Apr,2018
Jeep,Compass 1.4 Limited Option,Third Party insurance,Petrol,5,"26,700",First Owner,1368,Automatic,2017,16,160,250,17,60,13.45,Mumbai,MH02,Dec,2017
Honda,City E,Third Party,Petrol,5,"94,000",Second Owner,1497,Manual,2013,16.8,116.3,146,15,75,3.45,Mumbai,MH01,May,2013
Mahindra,XUV500 W8 2WD,Third Party insurance,Diesel,7,"1,07,000",First Owner,2179,Manual,2012,15.1,140,330,17,75,5.35,Mumbai,MH08,Dec,2012
Hyundai,i20 Petrol Asta Option,Third Party insurance,Petrol,5,"32,000",First Owner,1197,Manual,2018,18.6,81.86,114.73,16,50,6.25,Mumbai,MH04,Jan,2018
Audi,Q5 2.0 TDI,Third Party,Diesel,5,"95,000",Second Owner,1968,Automatic,2011,12.8,167.6,350,17,75,11.5,Mumbai,MH43,Nov,2011
Hyundai,Verna SX CRDi AT,Comprehensive,Diesel,5,"54,342",First Owner,1582,Automatic,2014,19.08,126.32,259.8,16,75,5.95,Mumbai,MH14,May,2014
Mahindra,KUV 100 NXT Trip,Third Party insurance,CNG,6,"33,600",First Owner,1198,Manual,2019,18.15,82,115,,40,4.75,Mumbai,MH48,May,2019
Maruti,SX4 Zxi BSIII,Comprehensive,Petrol,5,"69,000",Third Owner,1586,Manual,2010,15,104,1,16,75,2.04,Mumbai,MH02,Nov,2010
Honda,City i VTEC V,Comprehensive,Petrol,5,"47,002",First Owner,1497,Manual,2014,17.4,117.3,145,15,75,5.55,Mumbai,MH01,Aug,2014
Ford,Figo Petrol ZXI,Third Party insurance,Petrol,5,"35,000",First Owner,1196,Manual,2013,15.6,70,102,14,75,2.14,Mumbai,MH01,Apr,2013
Hyundai,i20 Active 1.4 SX Dual Tone,Third Party insurance,Diesel,5,"43,000",First Owner,1396,Manual,2018,21.19,88.73,219.66,16,50,6.95,Mumbai,MH03,Apr,2018
Skoda,Rapid 1.6 TDI Elegance,Third Party insurance,Diesel,5,"70,000",Second Owner,1598,Manual,2014,20.5,103.5,250,15,75,4.0,Mumbai,,,
Volkswagen,Polo 1.5 TDI Highline,Third Party insurance,Diesel,5,"75,500",Second Owner,1498,Manual,2015,20.14,88,230,15,75,4.5,Mumbai,MH47,Jun,2015
Honda,Amaze S AT i-Vtech,Third Party,Petrol,5,"54,968",Third Owner,1198,Automatic,2014,15.5,86.7,109,,75,3.5,Mumbai,MH02,Feb,2014
Hyundai,Verna 1.6 SX VTVT,Comprehensive,Petrol,5,"54,000",First Owner,1591,Manual,2013,17.01,121.3,154.9,16,75,4.75,Mumbai,MH01,Jun,2013
Honda,City i VTEC SV,Comprehensive,Petrol,5,"58,114",First Owner,1497,Manual,2015,17.8,117.3,145,,75,5.9,Mumbai,MH01,Aug,2015
Maruti,Eeco 5 Seater AC 2020-2022,Third Party insurance,Petrol,5,"39,000",Second Owner,1196,Manual,2017,16.11,72.41,98,,60,3.85,Mumbai,MH01,Dec,2017
Skoda,Rapid 1.6 MPI AT Ambition,Third Party,Petrol,5,"45,000",First Owner,1598,Automatic,2014,14.3,105,153,14,75,4.44,Mumbai,MH01,May,2014
Ford,Ecosport 1.5 Petrol Titanium AT,Third Party insurance,Petrol,5,"59,000",First Owner,1496,Automatic,2015,14.7,120.69,149,R16,75,5.56,Mumbai,MH03,Dec,2015
BMW,6 Series GT 630d M Sport,Third Party insurance,Diesel,4,"5,000",First Owner,2993,Automatic,2022,17.09,261.4,620,19,15,83.0,Mumbai,MH03,May,2022
Toyota,Corolla Altis G,Third Party insurance,Petrol,5,"75,130",First Owner,1798,Manual,2010,14.53,138.1,173,15,75,2.5,Mumbai,MH01,Feb,2010
Toyota,Corolla Altis 1.8 VL CVT,Comprehensive,Petrol,5,"20,014",First Owner,1798,Automatic,2019,14.28,138.03,173,16,40,15.75,Mumbai,MH01,Mar,2019
Chevrolet,Beat Diesel LS,Comprehensive,Diesel,5,"63,902",First Owner,936,Manual,2012,25.44,56.3,142.5,,75,2.35,Mumbai,MH02,Mar,2012
Hyundai,i10 Magna,Third Party insurance,Petrol,5,"63,671",First Owner,1197,Manual,2012,20.36,78.9,111.7,13,75,3.15,Mumbai,MH02,Oct,2013
Mahindra,XUV500 W11 Option AT,Comprehensive,Diesel,7,"62,000",First Owner,2179,Automatic,2018,15.1,152.87,360,R18,50,16.0,Mumbai,MH47,Oct,2018
Toyota,Innova 2.5 V Diesel 7-seater,Individual,Diesel,7,"1,87,000",Second Owner,2494,Manual,2008,12.8,,20,15,75,3.2,Mumbai,,,
BMW,5 Series 520d Luxury Line,Not Available,Diesel,5,"10,000",First Owner,1995,Automatic,2017,20.37,187.74,400,R18,60,35.05,Mumbai,MH01,Aug,2017
Ford,Figo Diesel EXI,Comprehensive,Diesel,5,"77,901",First Owner,1399,Manual,2012,20,68,160,,75,1.75,Mumbai,CH01,Dec,2012
Honda,Jazz 1.2 V AT i VTEC,Third Party,Petrol,5,"60,771",Second Owner,1199,Automatic,2016,19,88.7,110,15,70,4.5,Mumbai,MH46,Jun,2016
Skoda,Rapid 1.6 MPI Style BSIV,Third Party,Petrol,5,"42,588",First Owner,1598,Manual,2018,14.3,103.2,153,16,50,7.0,Mumbai,MH12,Aug,2018
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"35,542",First Owner,998,Manual,2017,26.2,58.2,77,13,60,4.25,Mumbai,MH02,Nov,2017
Honda,City i DTec V,Comprehensive,Diesel,5,"89,700",First Owner,1498,Manual,2017,26,98.6,200,15,60,7.75,Mumbai,MH47,Jun,2017
Hyundai,Verna 1.6 SX VTVT,Third Party insurance,Petrol,5,"59,000",First Owner,1591,Manual,2012,17.01,121.3,154.9,16,75,3.7,Mumbai,MH01,Jul,2012
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"39,231",Second Owner,1197,Manual,2014,20.36,78.9,111.8,13,75,2.7,Mumbai,MH12,Jan,2014
Mahindra,Thar LX 4-Str Convert Top Diesel AT,Not Available,Diesel,4,"14,993",First Owner,2184,Automatic,2020,,130,300,18,30,14.0,Mumbai,MH03,Dec,2020
